gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
51304,A Touch of E Flat,"Gibson, Joe",53256,en,Science Fiction,Public domain in the USA.,TRUE
51305,Confidence Game,"Harmon, Jim",35040,en,Science Fiction,Public domain in the USA.,TRUE
51310,My Lady Greensleeves,"Pohl, Frederik",25413,en,Science Fiction,Public domain in the USA.,TRUE
51311,Make Me An Offer,"Blomberg, Con",46352,en,Science Fiction,Public domain in the USA.,TRUE
51320,Break a Leg,"Harmon, Jim",35040,en,Science Fiction,Public domain in the USA.,TRUE
51321,Prime Difference,"Nourse, Alan Edward",25579,en,Science Fiction,Public domain in the USA.,TRUE
51330,I Am a Nucleus,"Barr, Stephen",46361,en,Science Fiction,Public domain in the USA.,TRUE
51331,"Swenson, Dispatcher","Miller, R. De Witt (Richard De Witt)",46362,en,Science Fiction,Public domain in the USA.,TRUE
51335,Fresh Air Fiend,"Neville, Kris",25913,en,Science Fiction,Public domain in the USA.,TRUE
51336,What is POSAT?,"Smith, Phyllis Sterling",46364,en,Science Fiction,Public domain in the USA.,TRUE
51337,The Man Outside,"Smith, Evelyn E.",25680,en,Science Fiction,Public domain in the USA.,TRUE
51338,"L'autre monde; ou, Histoire comique des Etats et Empires de la Lune",Cyrano de Bergerac,43842,fr,"FR Philosophie, Religion et Morale/FR Humour/FR Illustrateurs/FR Science fiction",Public domain in the USA.,FALSE
51342,Citizen Jell,"Shaara, Michael",35381,en,Science Fiction,Public domain in the USA.,TRUE
51344,Voyage to Far N'jurd,"Neville, Kris",25913,en,Science Fiction,Public domain in the USA.,TRUE
51350,No Substitutions,"Harmon, Jim",35040,en,Science Fiction,Public domain in the USA.,TRUE
51351,The Spicy Sound of Success,"Harmon, Jim",35040,en,Science Fiction,Public domain in the USA.,TRUE
51353,Dr. Kometevsky's Day,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
51361,Birds of a Feather,"Silverberg, Robert",28358,en,Science Fiction,Public domain in the USA.,TRUE
51362,Lex,"Haggert, W. T.",46380,en,Science Fiction,Public domain in the USA.,TRUE
51363,Double Standard,"Coppel, Alfred",25110,en,Science Fiction,Public domain in the USA.,TRUE
51379,The Music Master of Babylon,"Pangborn, Edgar",32078,en,Science Fiction,Public domain in the USA.,TRUE
51380,Time In the Round,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
51395,Survival Type,"Bone, Jesse F. (Jesse Franklin)",946,en,Science Fiction,Public domain in the USA.,TRUE
51396,Not a Creature Was Stirring,"Evans, Dean",35345,en,Science Fiction,Public domain in the USA.,TRUE
51397,People Soup,"Arkin, Alan",46255,en,Science Fiction,Public domain in the USA.,TRUE
51398,Growing up on Big Muddy,"De Vet, Charles V.",32106,en,Science Fiction,Public domain in the USA.,TRUE
51407,Sea Legs,"Quattrocchi, Frank",35990,en,Science Fiction,Public domain in the USA.,TRUE
51408,Angel's Egg,"Pangborn, Edgar",32078,en,Science Fiction,Public domain in the USA.,TRUE
51413,The Ignoble Savages,"Smith, Evelyn E.",25680,en,Science Fiction,Public domain in the USA.,TRUE
51414,...So They Baked a Cake,"Marks, Winston K. (Winston Kinney)",26841,en,Science Fiction,Public domain in the USA.,TRUE
51420,License to Steal,"Newman, Louis",46404,en,Science Fiction,Public domain in the USA.,TRUE
51421,Man in a Quandary,"Stecher, L. J., Jr.",32723,en,Science Fiction,Public domain in the USA.,TRUE
51433,Hunt the Hunter,"Neville, Kris",25913,en,Science Fiction,Public domain in the USA.,TRUE
51434,An Elephant for the Prinkip,"Stecher, L. J., Jr.",32723,en,Science Fiction,Public domain in the USA.,TRUE
51435,"The Business, As Usual","Sharkey, Jack",32269,en,Science Fiction,Public domain in the USA.,TRUE
51436,Bullet with His Name,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
51445,Sordman the Protector,"Purdom, Tom",26375,en,Science Fiction,Public domain in the USA.,TRUE
51449,Moral Equivalent,"Neville, Kris",25913,en,Science Fiction,Public domain in the USA.,TRUE
51460,A Husband for My Wife,"Stuart, William W.",33446,en,Science Fiction,Public domain in the USA.,TRUE
51461,A Pail of Air,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
51475,East in the Morning,"Fisher, David E.",35541,en,Science Fiction,Public domain in the USA.,TRUE
51478,Dumbwaiter,"Stamers, James",46428,en,Science Fiction,Public domain in the USA.,TRUE
51482,Perfect Answer,"Stecher, L. J., Jr.",32723,en,Science Fiction,Public domain in the USA.,TRUE
51483,The Reluctant Heroes,"Robinson, Frank M.",34076,en,Science Fiction,Public domain in the USA.,TRUE
51493,Kreativity For Kats,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
51494,Beach Scene,"King, Marshall",46433,en,Science Fiction,Public domain in the USA.,TRUE
51498,Bad Memory,"Fahy, Patrick",24795,en,Science Fiction,Public domain in the USA.,TRUE
51499,Blueblood,"Harmon, Jim",35040,en,Science Fiction,Public domain in the USA.,TRUE
51508,The Chasers,"Galouye, Daniel F.",35969,en,Science Fiction,Public domain in the USA.,TRUE
51509,Doorstep,"Laumer, Keith",24817,en,Science Fiction,Public domain in the USA.,TRUE
51518,The Feeling,"Aycock, Roger D.",25679,en,Science Fiction,Public domain in the USA.,TRUE
51519,The Drug,"MacApp, C. C.",25709,en,Science Fiction,Public domain in the USA.,TRUE
51530,The Last Letter,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
51531,With These Hands,"Kornbluth, C. M. (Cyril M.)",34039,en,Science Fiction,Public domain in the USA.,TRUE
51533,The Celestial Hammerlock,"Colvin, Donald",46128,en,Science Fiction,Public domain in the USA.,TRUE
51534,Self Portrait,"Wolfe, Bernard",46451,en,Science Fiction,Public domain in the USA.,TRUE
51545,The Sweeper of Loray,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
51546,Handyman,"Banta, Frank",25711,en,Science Fiction,Public domain in the USA.,TRUE
51549,The Big Engine,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
51550,"The Long, Silvery Day","Ludens, Magnus",46129,en,Science Fiction,Public domain in the USA.,TRUE
51570,Cry Snooker,"Fetler, Andrew",46330,en,Science Fiction,Public domain in the USA.,TRUE
51571,Subject to Change,"Goulart, Ron",46474,en,Science Fiction,Public domain in the USA.,TRUE
51574,The Stuff,"Slesar, Henry",28398,en,Science Fiction,Public domain in the USA.,TRUE
51576,Shatter the Wall,"Van Scyoc, Sydney J.",46089,en,Science Fiction,Public domain in the USA.,TRUE
51588,Security Plan,"Farrell, Joseph",35576,en,Science Fiction,Public domain in the USA.,TRUE
51589,The Rag and Bone Men,"Budrys, Algis",25613,en,Science Fiction,Public domain in the USA.,TRUE
51596,Aloys,"Lafferty, R. A.",25720,en,Science Fiction,Public domain in the USA.,TRUE
51597,Gourmet,"Lang, Allen Kim",26584,en,Science Fiction,Public domain in the USA.,TRUE
51603,All the People,"Lafferty, R. A.",25720,en,Science Fiction,Public domain in the USA.,TRUE
51605,Jamieson,"Doede, William R.",46090,en,Science Fiction,Public domain in the USA.,TRUE
51609,A Fall of Glass,"Lee, Stanley R.",46488,en,Science Fiction,Public domain in the USA.,TRUE
51610,Solid Solution,"Stamers, James",46428,en,Science Fiction,Public domain in the USA.,TRUE
51615,A Matter of Protocol,"Sharkey, Jack",32269,en,Science Fiction,Public domain in the USA.,TRUE
51616,Sales Talk,"Blomberg, Con",46352,en,Science Fiction,Public domain in the USA.,TRUE
51622,Extracts from the Galactick Almanack: Music Around the Universe,"Janifer, Laurence M.",25268,en,Science Fiction,Public domain in the USA.,TRUE
51623,Always a Qurono,"Harmon, Jim",35040,en,Science Fiction,Public domain in the USA.,TRUE
51650,Innocent at Large,"Anderson, Poul",25203,en,Science Fiction,Public domain in the USA.,TRUE
51650,Innocent at Large,"Anderson, Karen",41998,en,Science Fiction,Public domain in the USA.,TRUE
51651,Conditionally Human,"Miller, Walter M.",33738,en,Science Fiction,Public domain in the USA.,TRUE
51656,Pick a Crime,"Smith, Richard Rein",33589,en,Science Fiction,Public domain in the USA.,TRUE
51657,Charity Case,"Harmon, Jim",35040,en,Science Fiction,Public domain in the USA.,TRUE
51662,Breakdown,"Kastle, Herbert D.",26307,en,Science Fiction,Public domain in the USA.,TRUE
51663,Dawningsburgh,"West, Wallace",33900,en,Science Fiction,Public domain in the USA.,TRUE
51668,Dream World,"Lafferty, R. A.",25720,en,Science Fiction,Public domain in the USA.,TRUE
51669,The Lamps of the Angels,"Sabia, Richard",25928,en,Science Fiction,Public domain in the USA.,TRUE
51681,Amateur in Chancery,"Smith, George O. (George Oliver)",8137,en,Science Fiction,Public domain in the USA.,TRUE
51682,The Imitation of Earth,"Stamers, James",46428,en,Science Fiction,Public domain in the USA.,TRUE
51687,The Spy in the Elevator,"Westlake, Donald E.",32451,en,Science Fiction,Public domain in the USA.,TRUE
51688,The Air of Castor Oil,"Harmon, Jim",35040,en,Science Fiction,Public domain in the USA.,TRUE
51699,The God Next Door,"Doede, William R.",46090,en,Science Fiction,Public domain in the USA.,TRUE
51712,A Trace of Memory,"Laumer, Keith",24817,en,Science Fiction,Public domain in the USA.,TRUE
51713,Metamorphosis,"De Vet, Charles V.",32106,en,Science Fiction,Public domain in the USA.,TRUE
51726,"Wall of Crystal, Eye of Night","Budrys, Algis",25613,en,Science Fiction,Public domain in the USA.,TRUE
51727,Satisfaction Guaranteed,"Leache, Joy",46534,en,Science Fiction,Public domain in the USA.,TRUE
51735,Big Baby,"Sharkey, Jack",32269,en,Science Fiction,Public domain in the USA.,TRUE
51736,Star-Crossed Lover,"Stuart, William W.",33446,en,Science Fiction,Public domain in the USA.,TRUE
51740,Don't Look Now,"Rubin, Leonard",46536,en,Science Fiction,Public domain in the USA.,TRUE
51741,Round-and-Round Trip,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,TRUE
51751,"Oh, Rats!","De Ford, Miriam Allen",35591,en,Science Fiction,Public domain in the USA.,TRUE
51752,If You Was a Moklin,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
51758,From an Unseen Censor,"Brown, Rosel George",34873,en,Science Fiction,Public domain in the USA.,TRUE
51759,Traveling Companion Wanted,"Wilson, Richard",34343,en,Science Fiction,Public domain in the USA.,TRUE
51767,Death's Wisher,"Wannamaker, Jim",26378,en,Science Fiction,Public domain in the USA.,TRUE
51768,Prospector's Special,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
51773,Scent Makes a Difference,"Stamers, James",46428,en,Science Fiction,Public domain in the USA.,TRUE
51774,The Weirdest World,"Lafferty, R. A.",25720,en,Science Fiction,Public domain in the USA.,TRUE
51781,The King of the City,"Laumer, Keith",24817,en,Science Fiction,Public domain in the USA.,TRUE
51782,Doctor,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
51799,Farmer,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,TRUE
51801,The Immortals,"Duncan, David",46559,en,Science Fiction,Public domain in the USA.,TRUE
51804,Plague of Pythons,"Pohl, Frederik",25413,en,Science Fiction,Public domain in the USA.,TRUE
51805,Success Story,"Goodale, Earl",46560,en,Science Fiction,Public domain in the USA.,TRUE
51809,Survival Kit,"Pohl, Frederik",25413,en,Science Fiction,Public domain in the USA.,TRUE
51810,The Undetected,"Smith, George O. (George Oliver)",8137,en,Science Fiction,Public domain in the USA.,TRUE
51814,Preferred Risk,"McCann, Edson",46565,en,Science Fiction,Public domain in the USA.,TRUE
51822,Arcturus Times Three,"Sharkey, Jack",32269,en,Science Fiction,Public domain in the USA.,TRUE
51823,The Back of Our Heads,"Barr, Stephen",46361,en,Science Fiction,Public domain in the USA.,TRUE
51824,World in a Bottle,"Lang, Allen Kim",26584,en,Science Fiction,Public domain in the USA.,TRUE
51832,The Place Where Chicago Was,"Harmon, Jim",35040,en,Science Fiction,Public domain in the USA.,TRUE
51833,Meeting of the Minds,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
51834,Never Come Midnight,"Gold, H. L. (Horace Leonard)",35538,en,Science Fiction,Public domain in the USA.,TRUE
51842,Beyond Bedlam,"Guin, Wyman",46291,en,Science Fiction,Public domain in the USA.,TRUE
51844,Someone to Watch Over Me,"Gold, H. L. (Horace Leonard)",35538,en,Science Fiction,Public domain in the USA.,TRUE
51844,Someone to Watch Over Me,"Gale, Floyd C.",46184,en,Science Fiction,Public domain in the USA.,TRUE
51845,Wolfbane,"Pohl, Frederik",25413,en,Science Fiction,Public domain in the USA.,TRUE
51845,Wolfbane,"Kornbluth, C. M. (Cyril M.)",34039,en,Science Fiction,Public domain in the USA.,TRUE
51852,Founding Father,"Bone, Jesse F. (Jesse Franklin)",946,en,Science Fiction,Public domain in the USA.,TRUE
51854,The Rat Race,"Franklin, Jay",46575,en,Science Fiction/World War II,Public domain in the USA.,TRUE
51855,Slave Planet,"Janifer, Laurence M.",25268,en,Science Fiction,Public domain in the USA.,TRUE
51866,D-99: a science-fiction novel,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,TRUE
51867,Sentry of the Sky,"Smith, Evelyn E.",25680,en,Science Fiction,Public domain in the USA.,TRUE
51868,The Troublemakers,"Smith, George O. (George Oliver)",8137,en,Science Fiction,Public domain in the USA.,TRUE
52009,New Lamps,"Williams, Robert Moore",33777,en,Science Fiction,Public domain in the USA.,TRUE
52167,"An Earthman on Venus (Originally titled ""The Radio Man"")","Farley, Ralph Milne",46705,en,Science Fiction,Public domain in the USA.,TRUE
52228,Search the Sky,"Pohl, Frederik",25413,en,Science Fiction,Public domain in the USA.,FALSE
52228,Search the Sky,"Kornbluth, C. M. (Cyril M.)",34039,en,Science Fiction,Public domain in the USA.,FALSE
52326,The Radio Planet,"Farley, Ralph Milne",46705,en,Science Fiction,Public domain in the USA.,TRUE
52574,Third Planet,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
54873,Vingt mille lieues sous les mers,"Verne, Jules",60,fr,FR Jeunesse/FR Littérature/FR Science fiction,Public domain in the USA.,TRUE
56889,The Blue Star,"Pratt, Fletcher",40954,en,Science Fiction,Public domain in the USA.,FALSE
57323,"Hartmann, the Anarchist; Or, The Doom of the Great City","Fawcett, E. Douglas (Edward Douglas)",49317,en,Precursors of Science Fiction,Public domain in the USA.,FALSE
57687,"La Mort de la Terre, roman, suivi de contes","Rosny, J.-H., aîné",32612,fr,FR Nouvelles/FR Science fiction,Public domain in the USA.,FALSE
60312,The Germ Growers: An Australian story of adventure and mystery,"Potter, Robert",50890,en,Precursors of Science Fiction,Public domain in the USA.,FALSE
60656,La guerre des mondes,"Wells, H. G. (Herbert George)",30,fr,FR Science fiction,Public domain in the USA.,FALSE
61142,"The Electric Man
Being the One Act Version of the Three Act Farcical Comedy of the Same Name","Hannan, Charles",51278,en,Precursors of Science Fiction,Public domain in the USA.,FALSE
62404,"Frankenstein, ou le Prométhée moderne Volume 1 (of 3)","Shelley, Mary Wollstonecraft",61,fr,FR Littérature/FR Science fiction/FR Nouveautés,Public domain in the USA.,FALSE
62405,"Frankenstein, ou le Prométhée moderne Volume 2 (of 3)","Shelley, Mary Wollstonecraft",61,fr,FR Littérature/FR Science fiction/FR Nouveautés,Public domain in the USA.,FALSE
62406,"Frankenstein, ou le Prométhée moderne Volume 3 (of 3)","Shelley, Mary Wollstonecraft",61,fr,FR Littérature/FR Science fiction/FR Nouveautés,Public domain in the USA.,FALSE
